distribution,specialist_regime_id,regime_key,status,skip_reason,n_scenarios,n_exact_scenarios,n_neighbor_scenarios,n_neighbor_regimes,neighborhood_used,neighborhood_trigger_scenarios,n_train_scenarios,n_heldout_scenarios,specialist_seed,ga_candidate_k,ga_candidate_source,ga_candidate_protected_elite,protected_elite_origin,protected_elite_one_stage_only,n_protected_elites_competing,ga_robust_q95_mse,ga_robust_mean_mse,gate_pass,final_selected_type,final_selected_estimator,final_selected_q95_mse,final_selected_mean_mse,best_benchmark_q95_estimator,best_benchmark_mean_estimator,ga_rel_improvement_q95,ga_rel_improvement_mean,profile_audit_run,profile_audit_scope,profile_match_level,profile_audit_n_available,profile_audit_n_scenarios,profile_audit_excluded_source_scenarios,profile_audit_num_samples,profile_audit_bootstrap_B,profile_audit_seed,profile_audit_ga_q95_mse,profile_audit_ga_mean_mse,profile_to_heldout_q95_ratio,profile_to_heldout_mean_ratio,profile_audit_gate_pass,profile_audit_final_selected_type,profile_audit_final_selected_estimator,profile_audit_best_benchmark_q95_estimator,profile_audit_best_benchmark_mean_estimator,profile_audit_best_benchmark_q95_mse,profile_audit_best_benchmark_mean_mse,profile_audit_rel_improvement_q95,profile_audit_rel_improvement_mean,profile_audit_interpretation,global_audit_run,global_audit_scenario_frac,global_audit_min_scenarios,global_audit_n_scenarios,global_audit_num_samples,global_audit_bootstrap_B,global_audit_seed,global_audit_ga_q95_mse,global_audit_ga_mean_mse,heldout_ga_q95_mse,heldout_ga_mean_mse,global_to_heldout_q95_ratio,global_to_heldout_mean_ratio,global_audit_gate_pass,global_audit_final_selected_type,global_audit_final_selected_estimator,global_audit_best_benchmark_q95_estimator,global_audit_best_benchmark_mean_estimator,global_audit_best_benchmark_q95_mse,global_audit_best_benchmark_mean_mse,global_audit_rel_improvement_q95,global_audit_rel_improvement_mean,global_audit_interpretation,experimental_condition_key,condition_summary,shape_regime,tail_regime,mechanism_regime,contamination_regime,contamination_direction,contamination_structure,rate_regime,scale_regime,scale_group_regime,rate_regime_order,scale_regime_order,scale_group_regime_order,severity_regime,sample_size_regime,exact_contamination_rates,exact_outlier_scales,exact_contamination_types,exact_sample_sizes,w_mean,w_median,w_trimmed20,w_harmonic,w_geometric,w_mode_hsm,w_mode_parzen,w_trimean,w_huber,w_biweight,winner_weight_vector,specialist_halving_rung,n_stage1_candidates,n_final_survivors,specialist_halving_keep_frac,specialist_halving_stage1_budget_frac,specialist_stage1_gens_frac,specialist_final_gens_frac,specialist_stage1_pop_size,specialist_final_pop_size,run_seed,seed_run_id
weibull,REG01,weibull | right_skewed_flexible_shape | flexible_tail | upper_tail | clustered | moderate | extreme_scale,evaluated,NA,24,2,22,2,TRUE,10,17,7,95203,1,current_specialist_finalist,FALSE,NA,FALSE,0,0.13226256133945752,0.07273683501680234,TRUE,ga_composite,robust,0.13226256133945752,0.07273683501680234,huber,mean,0.12366664442814955,0.27762097861519763,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_adjacent_rate_scale,60,24,24,20,40,2031936296,0.17481481736636006,0.0883334556345721,1.3217256311585304,1.214425340516294,TRUE,ga_composite,robust,huber,huber,0.17593502338210654,0.12670535526744425,0.006367157568775675,0.3028435503106838,profile_matched_generalization_bonus,TRUE,0.1,24,24,20,40,2031936296,0.17481481736636006,0.0883334556345721,0.13226256133945752,0.07273683501680234,1.3217256311585304,1.214425340516294,TRUE,ga_composite,robust,huber,huber,0.17593502338210654,0.12670535526744425,0.006367157568775675,0.3028435503106838,profile_matched_generalization_bonus,weibull | right_skewed_flexible_shape | flexible_tail | contaminated | upper_tail | clustered | moderate | extreme_scale | extreme_severity,shape=right_skewed_flexible_shape | tail=flexible_tail | contamination=contaminated | direction=upper_tail | structure=clustered | severity=extreme_severity | rates={0.05;0.1} | scales={30} | types={clustered_upper},right_skewed_flexible_shape,flexible_tail,clustered_upper,contaminated,upper_tail,clustered,moderate,extreme_scale,extreme_scale,2,4,3,extreme_severity,NA,0.05;0.1,30,clustered_upper,300;500;1000,0.2805147150414511,0.07177094124038715,0.16058132262742192,0.009022589650455909,0.025151730551881076,0.012966482589288775,0.0025678379741809,0.03422841616783235,0.186586947722223,0.21660901643487787,0.28051472;0.07177094;0.16058132;0.00902259;0.02515173;0.01296648;0.00256784;0.03422842;0.18658695;0.21660902,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
weibull,REG02,weibull | right_skewed_flexible_shape | flexible_tail | upper_tail | tail_outlier | moderate | extreme_scale,evaluated,NA,24,2,22,2,TRUE,10,17,7,95204,6,protected_previous_stage_elite,TRUE,previous_stage_elite,TRUE,1,0.1393574023577896,0.046485788944927865,FALSE,benchmark,huber,0.11888001895108082,0.07631497352342527,huber,huber,-0.17225252474903271,0.3908693563124976,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_adjacent_rate_scale,60,24,24,20,40,1024097944,0.1841978859809343,0.08843392957638979,1.3217660695676459,1.902386333149167,FALSE,benchmark,huber,huber,huber,0.15852949176513,0.1178416616869592,-0.16191557753601768,0.24955293136004905,benchmark_dominant_local_and_profile,TRUE,0.1,24,24,20,40,1024097944,0.1841978859809343,0.08843392957638979,0.1393574023577896,0.046485788944927865,1.3217660695676459,1.902386333149167,FALSE,benchmark,huber,huber,huber,0.15852949176513,0.1178416616869592,-0.16191557753601768,0.24955293136004905,benchmark_dominant_local_and_profile,weibull | right_skewed_flexible_shape | flexible_tail | contaminated | upper_tail | tail_outlier | moderate | extreme_scale | extreme_severity,shape=right_skewed_flexible_shape | tail=flexible_tail | contamination=contaminated | direction=upper_tail | structure=tail_outlier | severity=extreme_severity | rates={0.05;0.1} | scales={30} | types={upper_tail},right_skewed_flexible_shape,flexible_tail,upper_tail,contaminated,upper_tail,tail_outlier,moderate,extreme_scale,extreme_scale,2,4,3,extreme_severity,NA,0.05;0.1,30,upper_tail,300;500;1000,0.36691333730730347,0.0507638418263595,0.08284339920040551,0.013099289856170926,0.07528633088567094,0.021548678699154198,0.005279572271274836,0.029148001868988208,0.09753982375223721,0.25757772433243525,0.36691334;0.05076384;0.0828434;0.01309929;0.07528633;0.02154868;0.00527957;0.029148;0.09753982;0.25757772,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
weibull,REG03,weibull | right_skewed_flexible_shape | flexible_tail | upper_tail | clustered | moderate | mid_high_scale,evaluated,NA,12,12,0,0,FALSE,10,9,3,95205,2,current_specialist_finalist,FALSE,NA,FALSE,0,0.09053881451908884,0.031436880211896424,TRUE,ga_composite,robust,0.09053881451908884,0.031436880211896424,huber,mean,0.531180274829768,0.7486457981504515,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_structure_adjacent_rate_scale,42,24,12,20,40,16259592,0.2609397913194129,0.1419437118804766,2.8820765182596393,4.5151971480378235,FALSE,benchmark,huber,huber,huber,0.18785951277704158,0.13125599459623533,-0.38901558649689794,-0.081426507924739,regime_specific_profile_no_free_lunch,TRUE,0.1,24,24,20,40,16259592,0.2609397913194129,0.1419437118804766,0.09053881451908884,0.031436880211896424,2.8820765182596393,4.5151971480378235,FALSE,benchmark,huber,huber,huber,0.18785951277704158,0.13125599459623533,-0.38901558649689794,-0.081426507924739,regime_specific_profile_no_free_lunch,weibull | right_skewed_flexible_shape | flexible_tail | contaminated | upper_tail | clustered | moderate | moderate_scale | moderate_severity,shape=right_skewed_flexible_shape | tail=flexible_tail | contamination=contaminated | direction=upper_tail | structure=clustered | severity=moderate_severity | rates={0.05;0.1} | scales={4.5;6;9;12;15;20} | types={clustered_upper},right_skewed_flexible_shape,flexible_tail,clustered_upper,contaminated,upper_tail,clustered,moderate,moderate_scale,mid_high_scale,2,2,2,moderate_severity,NA,0.05;0.1,4.5;6;9;12;15;20,clustered_upper,300;500;1000,0.6379252540055612,0.10643114632453932,0.06050390654371621,0.004576642324644835,0.01084595180649039,0.007748241286927923,0.0012595962651425268,0.01689036847974364,0.07069918192753516,0.08311971103569873,0.63792525;0.10643115;0.06050391;0.00457664;0.01084595;0.00774824;0.0012596;0.01689037;0.07069918;0.08311971,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
invgauss,REG01,invgauss | right_skewed_duration | heavy_right_tail | point_mass | point_mass | moderate | extreme_scale,evaluated,NA,24,2,22,3,TRUE,10,17,7,95203,4,current_specialist_finalist,FALSE,NA,FALSE,1,0.048066760373263615,0.021761658518494344,TRUE,ga_composite,robust,0.048066760373263615,0.021761658518494344,huber,huber,0.47865342768801855,0.6192144195083743,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_adjacent_rate_scale,312,32,24,20,40,1856628999,0.13968275886408316,0.0820204290021554,2.9060156702150763,3.7690339147947096,TRUE,ga_composite,robust,huber,mean,0.17603336188449478,0.12460529176517929,0.20649837412101898,0.3417580598658201,profile_matched_generalization_bonus,TRUE,0.1,24,32,20,40,1856628999,0.13968275886408316,0.0820204290021554,0.048066760373263615,0.021761658518494344,2.9060156702150763,3.7690339147947096,TRUE,ga_composite,robust,huber,mean,0.17603336188449478,0.12460529176517929,0.20649837412101898,0.3417580598658201,profile_matched_generalization_bonus,invgauss | right_skewed_duration | heavy_right_tail | contaminated | point_mass | point_mass | moderate | extreme_scale | extreme_severity,shape=right_skewed_duration | tail=heavy_right_tail | contamination=contaminated | direction=point_mass | structure=point_mass | severity=extreme_severity | rates={0.05;0.1} | scales={30} | types={point_mass},right_skewed_duration,heavy_right_tail,point_mass,contaminated,point_mass,point_mass,moderate,extreme_scale,extreme_scale,2,4,3,extreme_severity,NA,0.05;0.1,30,point_mass,300;500;1000,0.5952729530043942,0.018675027376231564,0.0983801595250377,0.014661222085370993,0.08179541698248186,0.011115721539737328,0.0018464897719712523,0.026113509697892223,0.12468766822652075,0.027451831790362185,0.59527295;0.01867503;0.09838016;0.01466122;0.08179542;0.01111572;0.00184649;0.02611351;0.12468767;0.02745183,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
invgauss,REG02,invgauss | right_skewed_duration | heavy_right_tail | upper_tail | clustered | moderate | mid_high_scale,evaluated,NA,12,12,0,0,FALSE,10,9,3,95204,5,current_specialist_finalist,FALSE,NA,FALSE,0,0.031694268124929016,0.011714409270004432,TRUE,ga_composite,robust,0.031694268124929016,0.011714409270004432,mean,mean,0.7086187429474984,0.7662209395926627,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_structure_adjacent_rate_scale,42,24,12,20,40,848790647,0.09456219583852636,0.03975439223065508,2.98357404761037,3.3936318350303294,TRUE,ga_composite,robust,huber,huber,0.12593389860696177,0.09081190843326287,0.24911245594085052,0.5622337101258853,profile_matched_generalization_bonus,TRUE,0.1,24,24,20,40,848790647,0.09456219583852636,0.03975439223065508,0.031694268124929016,0.011714409270004432,2.98357404761037,3.3936318350303294,TRUE,ga_composite,robust,huber,huber,0.12593389860696177,0.09081190843326287,0.24911245594085052,0.5622337101258853,profile_matched_generalization_bonus,invgauss | right_skewed_duration | heavy_right_tail | contaminated | upper_tail | clustered | moderate | moderate_scale | moderate_severity,shape=right_skewed_duration | tail=heavy_right_tail | contamination=contaminated | direction=upper_tail | structure=clustered | severity=moderate_severity | rates={0.05;0.1} | scales={4.5;6;9;12;15;20} | types={clustered_upper},right_skewed_duration,heavy_right_tail,clustered_upper,contaminated,upper_tail,clustered,moderate,moderate_scale,mid_high_scale,2,2,2,moderate_severity,NA,0.05;0.1,4.5;6;9;12;15;20,clustered_upper,300;500;1000,0.59290192273297,0.09594200317974612,0.05795947826575751,0.06449320386931841,0.06160396354421714,0.017561032560021818,0.004658235935938784,0.022653960657876466,0.04218050095516083,0.04004569829899298,0.59290192;0.095942;0.05795948;0.0644932;0.06160396;0.01756103;0.00465824;0.02265396;0.0421805;0.0400457,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
invgauss,REG03,invgauss | right_skewed_duration | heavy_right_tail | upper_tail | tail_outlier | moderate | mid_high_scale,evaluated,NA,12,12,0,0,FALSE,10,9,3,95205,6,protected_previous_stage_elite,TRUE,previous_stage_elite,TRUE,1,0.06282391210394889,0.02915594809160015,FALSE,benchmark,mean,0.0816503866145648,0.025817108774456584,mean,mean,0.23057422372360287,-0.12932661616693816,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_structure_adjacent_rate_scale,42,24,12,20,40,1988435942,0.10604073188665336,0.05157152037105097,1.6879039896386858,1.7688164420947077,TRUE,ga_composite,robust,huber,huber,0.11697645238392192,0.0841313650667649,0.09348651180909084,0.3870119624172043,profile_only_unexpected,TRUE,0.1,24,24,20,40,1988435942,0.10604073188665336,0.05157152037105097,0.06282391210394889,0.02915594809160015,1.6879039896386858,1.7688164420947077,TRUE,ga_composite,robust,huber,huber,0.11697645238392192,0.0841313650667649,0.09348651180909084,0.3870119624172043,profile_only_unexpected,invgauss | right_skewed_duration | heavy_right_tail | contaminated | upper_tail | tail_outlier | moderate | moderate_scale | moderate_severity,shape=right_skewed_duration | tail=heavy_right_tail | contamination=contaminated | direction=upper_tail | structure=tail_outlier | severity=moderate_severity | rates={0.05;0.1} | scales={4.5;6;9;12;15;20} | types={upper_tail},right_skewed_duration,heavy_right_tail,upper_tail,contaminated,upper_tail,tail_outlier,moderate,moderate_scale,mid_high_scale,2,2,2,moderate_severity,NA,0.05;0.1,4.5;6;9;12;15;20,upper_tail,300;500;1000,0.4545072329103402,0.0847863256123187,0.13232969346145912,0.020737059418055374,0.07119880927690156,0.019663814485694684,0.006055711863631757,0.08923208985430864,0.0894205034369813,0.03206875968030871,0.45450723;0.08478633;0.13232969;0.02073706;0.07119881;0.01966381;0.00605571;0.08923209;0.0894205;0.03206876,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
exgaussian,REG01,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | symmetric | heavy_tailed_t | extreme | mid_high_scale,evaluated,NA,23,6,17,3,TRUE,10,17,6,95203,5,current_specialist_finalist,FALSE,NA,FALSE,0,0.03242806409269044,0.008420752526092767,FALSE,benchmark,biweight,0.02583497139853589,0.006085452503355954,biweight,biweight,-0.25520030938656235,-0.38375125285510153,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_adjacent_rate_scale,31,24,23,20,40,745617667,0.033281422015762306,0.006969201321926816,1.026315413698652,0.8276221512868644,FALSE,benchmark,biweight,biweight,biweight,0.027669868127384426,0.005924013765244783,-0.20280378143983316,-0.1764323308358169,benchmark_dominant_local_and_profile,TRUE,0.1,24,24,20,40,745617667,0.033281422015762306,0.006969201321926816,0.03242806409269044,0.008420752526092767,1.026315413698652,0.8276221512868644,FALSE,benchmark,biweight,biweight,biweight,0.027669868127384426,0.005924013765244783,-0.20280378143983316,-0.1764323308358169,benchmark_dominant_local_and_profile,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | contaminated | symmetric | heavy_tailed_t | extreme | moderate_scale | extreme_severity,shape=gaussian_core_right_skewed_tail | tail=exponential_right_tail | contamination=contaminated | direction=symmetric | structure=heavy_tailed_t | severity=extreme_severity | rates={0.3} | scales={6;9;15;20} | types={symmetric_t},gaussian_core_right_skewed_tail,exponential_right_tail,symmetric_t,contaminated,symmetric,heavy_tailed_t,extreme,moderate_scale,mid_high_scale,4,2,2,extreme_severity,NA,0.3,6;9;15;20,symmetric_t,300;500;1000,0.0332933293473218,0.048901498774576016,0.0529446756232622,1e-12,1e-12,0.013545099485871157,3.309256599060124e-4,0.1346504048430528,0.02766330442573438,0.6886707618382757,0.03329333;0.0489015;0.05294468;0;0;0.0135451;0.00033093;0.1346504;0.0276633;0.68867076,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
exgaussian,REG02,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | bimodal | bimodal_mixture | high | mid_high_scale,evaluated,NA,24,24,0,0,FALSE,10,17,7,95204,5,current_specialist_finalist,FALSE,NA,FALSE,1,0.022085783923454862,0.006067159825810418,FALSE,benchmark,biweight,0.021866609527795025,0.006012842050163353,biweight,biweight,-0.01002324550457709,-0.009033627556632106,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_structure_adjacent_rate_scale,66,24,24,20,40,1885262962,0.03061176145433245,0.007557760393789272,1.3860391625237742,1.245683418523438,FALSE,benchmark,biweight,biweight,biweight,0.02866120091934405,0.006858960947740139,-0.06805578525510671,-0.10188123992417386,benchmark_dominant_local_and_profile,TRUE,0.1,24,24,20,40,1885262962,0.03061176145433245,0.007557760393789272,0.022085783923454862,0.006067159825810418,1.3860391625237742,1.245683418523438,FALSE,benchmark,biweight,biweight,biweight,0.02866120091934405,0.006858960947740139,-0.06805578525510671,-0.10188123992417386,benchmark_dominant_local_and_profile,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | contaminated | bimodal | bimodal_mixture | high | moderate_scale | high_severity,shape=gaussian_core_right_skewed_tail | tail=exponential_right_tail | contamination=contaminated | direction=bimodal | structure=bimodal_mixture | severity=high_severity | rates={0.15;0.2} | scales={4.5;6;9;12;15;20} | types={mixture_bimodal_far;mixture_bimodal_near},gaussian_core_right_skewed_tail,exponential_right_tail,mixture_bimodal_near,contaminated,bimodal,bimodal_mixture,high,moderate_scale,mid_high_scale,3,2,2,high_severity,NA,0.15;0.2,4.5;6;9;12;15;20,mixture_bimodal_far;mixture_bimodal_near,300;500;1000,0.016111451501049187,0.01545702899193102,0.01272491449397558,1e-12,1e-12,0.0037625382437642962,1.8251724523488515e-4,0.07172950585681218,0.3753192504913553,0.5047127931738776,0.01611145;0.01545703;0.01272491;0;0;0.00376254;0.00018252;0.07172951;0.37531925;0.50471279,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
exgaussian,REG03,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | bimodal | bimodal_mixture | extreme | mid_high_scale,evaluated,NA,12,12,0,0,FALSE,10,9,3,95205,1,current_specialist_finalist,FALSE,NA,FALSE,1,0.01931772627407443,0.005620231378480186,FALSE,benchmark,biweight,0.021750475325451296,0.005459999661864275,biweight,biweight,0.11184808675966448,-0.029346470056713262,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_structure_adjacent_rate_scale,42,24,12,20,40,877424610,0.027803425382187226,0.00659287840838896,1.4392700769376703,1.1730617412763409,FALSE,benchmark,biweight,biweight,biweight,0.027328100791259382,0.006418871800531679,-0.017393253725940538,-0.02710859684341403,benchmark_dominant_local_and_profile,TRUE,0.1,24,24,20,40,877424610,0.027803425382187226,0.00659287840838896,0.01931772627407443,0.005620231378480186,1.4392700769376703,1.1730617412763409,FALSE,benchmark,biweight,biweight,biweight,0.027328100791259382,0.006418871800531679,-0.017393253725940538,-0.02710859684341403,benchmark_dominant_local_and_profile,exgaussian | gaussian_core_right_skewed_tail | exponential_right_tail | contaminated | bimodal | bimodal_mixture | extreme | moderate_scale | extreme_severity,shape=gaussian_core_right_skewed_tail | tail=exponential_right_tail | contamination=contaminated | direction=bimodal | structure=bimodal_mixture | severity=extreme_severity | rates={0.3} | scales={4.5;6;9;12;15;20} | types={mixture_bimodal_far;mixture_bimodal_near},gaussian_core_right_skewed_tail,exponential_right_tail,mixture_bimodal_near,contaminated,bimodal,bimodal_mixture,extreme,moderate_scale,mid_high_scale,4,2,2,extreme_severity,NA,0.3,4.5;6;9;12;15;20,mixture_bimodal_far;mixture_bimodal_near,300;500;1000,0.006533299377249432,0.03252106746601226,0.015770790530002975,1e-12,1e-12,0.0022798742889592297,9.13241639903909e-5,0.0316941824926813,0.23216375863750877,0.6789457030415956,0.0065333;0.03252107;0.01577079;0;0;0.00227987;9.132e-05;0.03169418;0.23216376;0.6789457,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
exwald,REG01,exwald | first_passage_right_skewed | heavy_first_passage_tail | bimodal | bimodal_mixture | extreme | extreme_scale,evaluated,NA,18,2,16,2,TRUE,10,13,5,95203,5,current_specialist_finalist,FALSE,NA,FALSE,0,0.46694574055308957,0.20957238293656213,FALSE,benchmark,geometric,0.3112279790522031,0.1297562037553304,geometric,geometric,-0.5003334275234527,-0.6151241857469782,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_direction_structure_adjacent_rate_scale,24,24,18,20,40,1316449899,0.8404596698507302,0.4829914931763619,1.7999086336100198,2.3046523898154057,FALSE,benchmark,huber,huber,mean,0.6303704628037033,0.20430924651006432,-0.3332789517330464,-1.3640217044763348,benchmark_dominant_local_and_profile,TRUE,0.1,24,24,20,40,1316449899,0.8404596698507302,0.4829914931763619,0.46694574055308957,0.20957238293656213,1.7999086336100198,2.3046523898154057,FALSE,benchmark,huber,huber,mean,0.6303704628037033,0.20430924651006432,-0.3332789517330464,-1.3640217044763348,benchmark_dominant_local_and_profile,exwald | first_passage_right_skewed | heavy_first_passage_tail | contaminated | bimodal | bimodal_mixture | extreme | extreme_scale | extreme_severity,shape=first_passage_right_skewed | tail=heavy_first_passage_tail | contamination=contaminated | direction=bimodal | structure=bimodal_mixture | severity=extreme_severity | rates={0.3} | scales={30} | types={mixture_bimodal_far;mixture_bimodal_near},first_passage_right_skewed,heavy_first_passage_tail,mixture_bimodal_near,contaminated,bimodal,bimodal_mixture,extreme,extreme_scale,extreme_scale,4,4,3,extreme_severity,NA,0.3,30,mixture_bimodal_far;mixture_bimodal_near,300;500;1000,0.08495395132523681,0.06767417911001626,0.01961367390997916,0.012203013429747707,0.23983813848928473,0.010142660888862813,0.003917421701204543,0.02197391396854255,0.20836088945234504,0.33132215772478046,0.08495395;0.06767418;0.01961367;0.01220301;0.23983814;0.01014266;0.00391742;0.02197391;0.20836089;0.33132216,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
exwald,REG02,exwald | first_passage_right_skewed | heavy_first_passage_tail | point_mass | point_mass | extreme | low_scale,evaluated,NA,18,2,16,2,TRUE,10,13,5,95204,5,current_specialist_finalist,FALSE,NA,FALSE,0,0.4820849188367715,0.22838150696751183,FALSE,benchmark,geometric,0.4552144970209483,0.2568869983636521,geometric,geometric,-0.059028045002107336,0.11096509974271489,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_adjacent_rate_scale,174,24,18,20,40,308611547,2.1024948411455084,1.3123975286085312,4.361254125547595,5.74651400644921,FALSE,benchmark,geometric,geometric,geometric,1.0626312868583758,0.746223397676854,-0.978574193274947,-0.7587193495855723,benchmark_dominant_local_and_profile,TRUE,0.1,24,24,20,40,308611547,2.1024948411455084,1.3123975286085312,0.4820849188367715,0.22838150696751183,4.361254125547595,5.74651400644921,FALSE,benchmark,geometric,geometric,geometric,1.0626312868583758,0.746223397676854,-0.978574193274947,-0.7587193495855723,benchmark_dominant_local_and_profile,exwald | first_passage_right_skewed | heavy_first_passage_tail | contaminated | point_mass | point_mass | extreme | low_scale | extreme_severity,shape=first_passage_right_skewed | tail=heavy_first_passage_tail | contamination=contaminated | direction=point_mass | structure=point_mass | severity=extreme_severity | rates={0.3} | scales={1.5;3} | types={point_mass},first_passage_right_skewed,heavy_first_passage_tail,point_mass,contaminated,point_mass,point_mass,extreme,low_scale,low_scale,4,1,1,extreme_severity,NA,0.3,1.5;3,point_mass,300;500;1000,0.058207910790610176,0.04092190512536185,0.08036577479136689,0.062171556858365055,0.08706016915243081,0.07362414563991035,0.005560656696417414,0.033632858696123404,0.3356198451537167,0.22283517709569736,0.05820791;0.04092191;0.08036577;0.06217156;0.08706017;0.07362415;0.00556066;0.03363286;0.33561985;0.22283518,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
exwald,REG03,exwald | first_passage_right_skewed | heavy_first_passage_tail | point_mass | point_mass | high | low_scale,evaluated,NA,24,4,20,3,TRUE,10,17,7,95205,2,current_specialist_finalist,FALSE,NA,FALSE,0,0.49087183709560434,0.2931040476486715,TRUE,ga_composite,robust,0.49087183709560434,0.2931040476486715,trimmed20,trimmed20,0.06951144632597277,0.0657665010892101,TRUE,intra_family_profile_matched_fixed_weight_no_retraining,family_adjacent_rate_scale,296,30,24,20,40,1448256842,1.4579303059233268,1.0493760942967232,2.9700834224808133,3.5802170004522607,FALSE,benchmark,geometric,geometric,geometric,1.2158666061156918,0.9438699281207228,-0.19908738227522568,-0.11178040854204879,regime_specific_profile_no_free_lunch,TRUE,0.1,24,30,20,40,1448256842,1.4579303059233268,1.0493760942967232,0.49087183709560434,0.2931040476486715,2.9700834224808133,3.5802170004522607,FALSE,benchmark,geometric,geometric,geometric,1.2158666061156918,0.9438699281207228,-0.19908738227522568,-0.11178040854204879,regime_specific_profile_no_free_lunch,exwald | first_passage_right_skewed | heavy_first_passage_tail | contaminated | point_mass | point_mass | high | low_scale | high_severity,shape=first_passage_right_skewed | tail=heavy_first_passage_tail | contamination=contaminated | direction=point_mass | structure=point_mass | severity=high_severity | rates={0.15;0.2} | scales={1.5;3} | types={point_mass},first_passage_right_skewed,heavy_first_passage_tail,point_mass,contaminated,point_mass,point_mass,high,low_scale,low_scale,3,1,1,high_severity,NA,0.15;0.2,1.5;3,point_mass,300;500;1000,0.08890982165263862,0.07340239118071071,0.1766126942533987,0.029747565148935298,0.059465690606699664,0.0290899226345974,0.0017575328422540985,0.27057948899965967,0.1386009529030321,0.13183393977807376,0.08890982;0.07340239;0.17661269;0.02974757;0.05946569;0.02908992;0.00175753;0.27057949;0.13860095;0.13183394,final_full_budget,5,3,0.5,0.5,0.25,1,NA,100,202,GA_REGIME_FIRST_20260526_164654
